	sector	community_name	group_category	category	count	resident_count	date	year	month	id	:@computed_region_4a3i_ccfj	:@computed_region_p8tp_5dkv	:@computed_region_4b54_tmc4	:@computed_region_kxmf_bzkv	geocoded_column.latitude	geocoded_column.longitude	geocoded_column.human_address
728	CENTRE	MANCHESTER	Crime	Theft OF Vehicle	1	1025	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MANCHESTER-Theft OF Vehicle-1	1	11	10	124	51.00623889050489	-114.06664675902346	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
729	NORTHEAST	WHITEHORN	Crime	Residential Break & Enter	6	12019	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WHITEHORN-Residential Break & Enter-6	4	3	9	145	51.08877341271908	-113.97006816364696	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
730	SOUTH	CHINOOK PARK	Disorder	Social Disorder	2	1662	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHINOOK PARK-Social Disorder-2	1	5	8	59	50.983246429039454	-114.0889934233183	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
731	NORTH	COUNTRY HILLS	Disorder	Social Disorder	3	3767	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COUNTRY HILLS-Social Disorder-3	2	12	2	172	51.143775683110206	-114.0798937747985	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
732	CENTRE	MOUNT PLEASANT	Crime	Commercial Robbery	1	5889	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MOUNT PLEASANT-Commercial Robbery-1	2	7	7	17	51.074230696376944	-114.07602784635378	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
733	WEST	SPRUCE CLIFF	Crime	Theft FROM Vehicle	3	4673	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SPRUCE CLIFF-Theft FROM Vehicle-3	1	2	14	118	51.04860967166606	-114.13628214787398	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
734	SOUTHEAST	SETON	Crime	Theft FROM Vehicle	1	1134	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SETON-Theft FROM Vehicle-1	3	8	4	229	50.87416378569624	-113.94784935522006	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
735	SOUTH	EVERGREEN	Crime	Theft OF Vehicle	1	21500	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EVERGREEN-Theft OF Vehicle-1	1	6	5	39	50.91871439337275	-114.11532492862042	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
736	CENTRE	BANFF TRAIL	Crime	Assault (Non-domestic)	1	4153	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BANFF TRAIL-Assault (Non-domestic)-1	2	7	7	153	51.07421659941558	-114.1151290223033	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
737	NORTHWEST	SILVER SPRINGS	Disorder	Social Disorder	6	8679	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVER SPRINGS-Social Disorder-6	2	9	13	147	51.104270088383586	-114.19627989529096	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
738	CENTRE	MEADOWLARK PARK	Crime	Assault (Non-domestic)	3	644	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MEADOWLARK PARK-Assault (Non-domestic)-3	1	5	8	64	50.99782962995084	-114.07735542175806	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
739	SOUTHEAST	EAST SHEPARD INDUSTRIAL	Disorder	Social Disorder	10	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EAST SHEPARD INDUSTRIAL-Social Disorder-10	3	8	4	79	50.951244506177744	-113.950956719842	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
740	NORTH	SANDSTONE VALLEY	Disorder	Social Disorder	10	5904	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SANDSTONE VALLEY-Social Disorder-10	2	4	2	270	51.1377328448926	-114.09496250976525	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
741	CENTRE	SCARBORO/ SUNALTA WEST	Disorder	Physical Disorder	2	401	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SCARBORO/ SUNALTA WEST-Physical Disorder-2	1	2	14	206	51.04219483282624	-114.11485879009876	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
742	NORTHEAST	CITYSCAPE	Crime	Commercial Break & Enter	1	3104	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CITYSCAPE-Commercial Break & Enter-1	4	1	11	176	51.14703155696725	-113.96125803148381	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
743	CENTRE	DOWNTOWN EAST VILLAGE	Crime	Violence Other (Non-domestic)	6	3893	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOWNTOWN EAST VILLAGE-Violence Other (Non-domestic)-6	3	7	7	65	51.0470648849671	-114.05081510146456	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
744	EAST	FOREST HEIGHTS	Crime	Commercial Robbery	1	6496	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FOREST HEIGHTS-Commercial Robbery-1	3	11	12	194	51.04923736963035	-113.968771739973	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
745	SOUTHEAST	AUBURN BAY	Crime	Theft FROM Vehicle	11	17607	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-AUBURN BAY-Theft FROM Vehicle-11	3	8	4	95	50.89270534657538	-113.95781728138715	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
746	CENTRE	HILLHURST	Crime	Commercial Break & Enter	5	6558	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HILLHURST-Commercial Break & Enter-5	2	7	7	40	51.057268028313786	-114.09364637665843	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
747	NORTH	03W	Disorder	Social Disorder	4	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-03W-Social Disorder-4	4	12	11	250	51.19795792386215	-114.02537820997819	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
748	NORTHEAST	STONEY 2	Crime	Violence Other (Non-domestic)	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STONEY 2-Violence Other (Non-domestic)-1	4	1	11	13	51.14338378225709	-114.01721821479654	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
749	WEST	COACH HILL	Crime	Theft OF Vehicle	2	3244	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COACH HILL-Theft OF Vehicle-2	1	14	1	189	51.058345065701836	-114.18293089007899	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
750	CENTRE	MEADOWLARK PARK	Crime	Commercial Break & Enter	4	644	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MEADOWLARK PARK-Commercial Break & Enter-4	1	5	8	64	50.99782962995084	-114.07735542175806	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
751	SOUTH	DEER RIDGE	Crime	Theft FROM Vehicle	2	3973	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DEER RIDGE-Theft FROM Vehicle-2	3	13	6	151	50.92657361026187	-114.02023388390765	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
752	EAST	GREAT PLAINS	Crime	Theft FROM Vehicle	4	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GREAT PLAINS-Theft FROM Vehicle-4	3	11	10	73	50.986914862225795	-113.9399379791256	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
753	CENTRE	POINT MCKAY	Crime	Residential Break & Enter	3	1343	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-POINT MCKAY-Residential Break & Enter-3	2	7	7	131	51.059541576145605	-114.1461459792249	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
754	EAST	ALBERT PARK/RADISSON HEIGHTS	Crime	Violence Other (Non-domestic)	2	6997	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ALBERT PARK/RADISSON HEIGHTS-Violence Other (Non-domestic)-2	3	11	12	121	51.04454101383472	-113.99678382147289	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
755	WEST	LINCOLN PARK	Disorder	Social Disorder	2	2617	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LINCOLN PARK-Social Disorder-2	1	2	8	42	51.0100906918158	-114.12955694059636	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
756	WEST	SIGNAL HILL	Disorder	Social Disorder	50	13395	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SIGNAL HILL-Social Disorder-50	1	14	1	278	51.022860957411766	-114.17919589437479	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
757	NORTHEAST	FALCONRIDGE	Disorder	Physical Disorder	9	10653	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FALCONRIDGE-Physical Disorder-9	4	1	9	56	51.10330638378534	-113.94537499024918	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
758	NORTH	BEDDINGTON HEIGHTS	Crime	Assault (Non-domestic)	1	11514	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BEDDINGTON HEIGHTS-Assault (Non-domestic)-1	2	4	2	273	51.13164398532214	-114.08491114080483	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
759	NORTH	KINCORA	Crime	Residential Break & Enter	1	6889	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KINCORA-Residential Break & Enter-1	2	10	3	220	51.16026670748173	-114.13286512975175	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
760	WEST	CRESTMONT	Crime	Theft OF Vehicle	2	1690	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CRESTMONT-Theft OF Vehicle-2	1	9	13	31	51.08504324565557	-114.26048585093437	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
761	CENTRE	ST. ANDREWS HEIGHTS	Crime	Residential Break & Enter	1	1795	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ST. ANDREWS HEIGHTS-Residential Break & Enter-1	2	7	7	154	51.06390668703628	-114.12742928773488	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
762	NORTH	COUNTRY HILLS VILLAGE	Disorder	Social Disorder	16	2597	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COUNTRY HILLS VILLAGE-Social Disorder-16	4	12	11	264	51.158203848304325	-114.06139543185002	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
763	SOUTH	CHAPARRAL	Crime	Theft OF Vehicle	4	12654	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHAPARRAL-Theft OF Vehicle-4	3	13	6	130	50.88459996691946	-114.02565000091923	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
764	CENTRE	INGLEWOOD	Crime	Theft FROM Vehicle	9	4024	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-INGLEWOOD-Theft FROM Vehicle-9	3	11	10	54	51.03414052350448	-114.01911996519493	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
765	CENTRE	WINSTON HEIGHTS/MOUNTVIEW	Disorder	Social Disorder	36	3635	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WINSTON HEIGHTS/MOUNTVIEW-Social Disorder-36	4	7	10	88	51.07532495780659	-114.04185548061031	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
766	EAST	PENBROOKE MEADOWS	Crime	Assault (Non-domestic)	1	8554	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PENBROOKE MEADOWS-Assault (Non-domestic)-1	3	11	12	30	51.0458656172816	-113.94751619540399	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
767	NORTHEAST	SUNRIDGE	Crime	Commercial Break & Enter	3	11	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNRIDGE-Commercial Break & Enter-3	4	3	9	83	51.074221599518935	-113.99170056999279	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
768	CENTRE	RAMSAY	Disorder	Physical Disorder	1	2158	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RAMSAY-Physical Disorder-1	3	11	10	132	51.036411166546735	-114.0425324585402	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
769	NORTHEAST	FRANKLIN	Crime	Violence Other (Non-domestic)	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FRANKLIN-Violence Other (Non-domestic)-2	4	3	12	84	51.05892746047145	-113.9875254899815	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
770	NORTH	NORTH HAVEN UPPER	Disorder	Physical Disorder	1	599	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NORTH HAVEN UPPER-Physical Disorder-1	2	4	2	49	51.104401790870625	-114.0853543035538	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
771	NORTHWEST	EDGEMONT	Disorder	Social Disorder	21	15395	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EDGEMONT-Social Disorder-21	2	4	2	272	51.12458784624158	-114.14395321026963	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
772	WEST	GLENDALE	Crime	Residential Break & Enter	1	2765	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GLENDALE-Residential Break & Enter-1	1	14	1	41	51.0333780413782	-114.1527401976636	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
773	CENTRE	SOUTH CALGARY	Crime	Commercial Robbery	1	4442	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOUTH CALGARY-Commercial Robbery-1	1	2	14	207	51.02680703181255	-114.10206934847076	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
774	SOUTH	LAKE BONAVISTA	Disorder	Physical Disorder	1	10293	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LAKE BONAVISTA-Physical Disorder-1	3	13	6	267	50.93980907043577	-114.05132286943763	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
775	SOUTH	MILLRISE	Crime	Theft OF Vehicle	2	6900	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MILLRISE-Theft OF Vehicle-2	1	6	5	156	50.91704529217144	-114.08490366384473	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
776	CENTRE	DOWNTOWN COMMERCIAL CORE	Crime	Assault (Non-domestic)	32	8683	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOWNTOWN COMMERCIAL CORE-Assault (Non-domestic)-32	1	7	7	262	51.04727019967498	-114.06959221074015	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
777	SOUTH	PARKLAND	Disorder	Social Disorder	5	3660	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PARKLAND-Social Disorder-5	3	13	6	117	50.921197200140014	-114.02853940191264	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
778	SOUTH	EAGLE RIDGE	Crime	Assault (Non-domestic)	1	302	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EAGLE RIDGE-Assault (Non-domestic)-1	1	5	8	58	50.98872125560719	-114.09680062648899	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
779	CENTRE	HIGHFIELD	Crime	Commercial Robbery	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HIGHFIELD-Commercial Robbery-1	3	11	10	75	51.01829467942129	-114.03720097741325	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
780	NORTHWEST	HAWKWOOD	Crime	Theft FROM Vehicle	4	9248	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HAWKWOOD-Theft FROM Vehicle-4	2	10	3	248	51.13097352339733	-114.17560523215212	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
781	NORTH	NORTH HAVEN	Disorder	Social Disorder	1	2359	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NORTH HAVEN-Social Disorder-1	2	4	2	61	51.095941551559434	-114.08942057511393	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
782	NORTH	BEDDINGTON HEIGHTS	Crime	Theft FROM Vehicle	4	11514	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BEDDINGTON HEIGHTS-Theft FROM Vehicle-4	2	4	2	273	51.13164398532214	-114.08491114080483	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
783	CENTRE	KILLARNEY/GLENGARRY	Crime	Residential Break & Enter	4	7685	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KILLARNEY/GLENGARRY-Residential Break & Enter-4	1	2	14	182	51.03012939280432	-114.13170190873353	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
784	NORTHEAST	DEERFOOT BUSINESS CENTRE	Disorder	Social Disorder	8	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DEERFOOT BUSINESS CENTRE-Social Disorder-8	4	1	11	111	51.11209775483432	-114.0383269425689	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
785	CENTRE	INGLEWOOD	Crime	Assault (Non-domestic)	1	4024	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-INGLEWOOD-Assault (Non-domestic)-1	3	11	10	54	51.03414052350448	-114.01911996519493	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
786	NORTHWEST	BRENTWOOD	Crime	Theft FROM Vehicle	4	7267	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRENTWOOD-Theft FROM Vehicle-4	2	4	7	50	51.09606620448589	-114.13591450014103	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
787	SOUTHEAST	NEW BRIGHTON	Crime	Theft OF Vehicle	2	13103	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NEW BRIGHTON-Theft OF Vehicle-2	3	8	4	139	50.922051675382946	-113.94524760632896	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
788	CENTRE	CHINATOWN	Disorder	Social Disorder	9	2471	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHINATOWN-Social Disorder-9	1	7	7	21	51.052826999717524	-114.06552010650593	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
789	SOUTH	SUNDANCE	Crime	Assault (Non-domestic)	2	9736	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNDANCE-Assault (Non-domestic)-2	3	13	6	52	50.90155510486336	-114.04204857668046	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
790	SOUTHEAST	MCKENZIE LAKE	Disorder	Social Disorder	12	13406	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MCKENZIE LAKE-Social Disorder-12	3	13	4	296	50.914880843207825	-113.98818127021877	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
791	SOUTH	KINGSLAND	Crime	Assault (Non-domestic)	3	4688	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KINGSLAND-Assault (Non-domestic)-3	1	5	8	120	50.98688939290727	-114.0773652017753	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
792	CENTRE	BANKVIEW	Crime	Residential Break & Enter	4	5256	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BANKVIEW-Residential Break & Enter-4	1	2	14	208	51.034131244481415	-114.10048919021384	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
793	WEST	GLAMORGAN	Crime	Theft FROM Vehicle	8	6522	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GLAMORGAN-Theft FROM Vehicle-8	1	14	1	142	51.01552804933978	-114.15286259623358	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
794	CENTRE	PARKDALE	Crime	Commercial Break & Enter	1	2566	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PARKDALE-Commercial Break & Enter-1	2	7	7	91	51.05994270233475	-114.13533705624042	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
795	NORTHEAST	MARTINDALE	Crime	Assault (Non-domestic)	5	14245	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARTINDALE-Assault (Non-domestic)-5	4	1	9	180	51.11791372594209	-113.9583871171306	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
796	NORTHWEST	GREENWOOD/GREENBRIAR	Disorder	Social Disorder	3	896	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GREENWOOD/GREENBRIAR-Social Disorder-3	2	9	13	282	51.089970862627894	-114.22284405368009	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
797	NORTHWEST	ARBOUR LAKE	Crime	Street Robbery	2	10619	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ARBOUR LAKE-Street Robbery-2	2	10	3	244	51.13263256556279	-114.2075783058964	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
798	CENTRE	CLIFF BUNGALOW	Crime	Theft FROM Vehicle	5	1895	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CLIFF BUNGALOW-Theft FROM Vehicle-5	1	2	14	18	51.03393023150099	-114.07489486405635	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
799	NORTHWEST	COLLINGWOOD	Crime	Theft OF Vehicle	1	2249	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COLLINGWOOD-Theft OF Vehicle-1	2	4	7	214	51.083504232297685	-114.10240136091258	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
800	SOUTH	SHAWNESSY	Crime	Theft FROM Vehicle	1	9368	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SHAWNESSY-Theft FROM Vehicle-1	1	6	5	115	50.90330332947782	-114.0737568214987	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
801	NORTHWEST	RANCHLANDS	Disorder	Physical Disorder	1	7607	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RANCHLANDS-Physical Disorder-1	2	10	3	245	51.11915824143793	-114.1836434736955	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
802	NORTHEAST	STONEY 4	Disorder	Social Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STONEY 4-Social Disorder-1	4	12	11	243	51.17620448471432	-114.0027575486726	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
803	NORTHEAST	RUNDLE	Crime	Theft OF Vehicle	8	11688	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RUNDLE-Theft OF Vehicle-8	4	3	9	34	51.074239973666835	-113.97005811864892	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
804	SOUTH	KINGSLAND	Crime	Theft FROM Vehicle	15	4688	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KINGSLAND-Theft FROM Vehicle-15	1	5	8	120	50.98688939290727	-114.0773652017753	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
805	CENTRE	RENFREW	Crime	Theft FROM Vehicle	18	6582	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RENFREW-Theft FROM Vehicle-18	4	11	10	171	51.059658452148426	-114.03917583232624	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
806	NORTHEAST	MONTEREY PARK	Crime	Street Robbery	1	10372	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MONTEREY PARK-Street Robbery-1	4	3	9	161	51.08145946482504	-113.92685104381658	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
807	WEST	ROSSCARROCK	Crime	Commercial Break & Enter	1	3625	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROSSCARROCK-Commercial Break & Enter-1	1	2	14	281	51.04327739256294	-114.14549374099174	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
808	SOUTH	SHAWNEE SLOPES	Crime	Street Robbery	1	1911	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SHAWNEE SLOPES-Street Robbery-1	1	6	5	32	50.92618889834688	-114.08580303773778	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
809	SOUTH	WILLOW PARK	Disorder	Social Disorder	35	5328	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WILLOW PARK-Social Disorder-35	3	5	6	89	50.95661926653037	-114.05620194518823	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
810	CENTRE	MANCHESTER INDUSTRIAL	Crime	Commercial Break & Enter	11	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MANCHESTER INDUSTRIAL-Commercial Break & Enter-11	3	11	10	160	51.01325709680832	-114.05726651727566	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
811	SOUTH	BRIDLEWOOD	Crime	Theft FROM Vehicle	2	12641	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRIDLEWOOD-Theft FROM Vehicle-2	1	6	5	138	50.899454856621546	-114.10972655248429	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
812	SOUTH	CEDARBRAE	Crime	Commercial Break & Enter	1	6094	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CEDARBRAE-Commercial Break & Enter-1	1	5	8	126	50.95714874318482	-114.1296160707468	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
813	NORTHEAST	SUNRIDGE	Disorder	Physical Disorder	2	11	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNRIDGE-Physical Disorder-2	4	3	9	83	51.074221599518935	-113.99170056999279	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
814	CENTRE	BELTLINE	Crime	Commercial Break & Enter	38	25129	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BELTLINE-Commercial Break & Enter-38	3	5	14	260	51.03743792621707	-114.05518879725622	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
815	SOUTHEAST	DOUGLASDALE/GLEN	Crime	Commercial Robbery	2	12881	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOUGLASDALE/GLEN-Commercial Robbery-2	3	13	4	268	50.94844504498398	-114.01190367638158	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
816	EAST	FOREST LAWN	Crime	Assault (Non-domestic)	8	7814	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FOREST LAWN-Assault (Non-domestic)-8	3	11	12	85	51.03784771845403	-113.97123028386736	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
817	NORTHWEST	ROCKY RIDGE	Disorder	Physical Disorder	3	8398	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROCKY RIDGE-Physical Disorder-3	2	9	13	193	51.1442149536924	-114.24589901587044	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
818	NORTH	SKYLINE WEST	Disorder	Social Disorder	5	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SKYLINE WEST-Social Disorder-5	4	4	2	112	51.1033304198396	-114.04739202008426	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
819	WEST	SPRUCE CLIFF	Crime	Commercial Robbery	1	4673	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SPRUCE CLIFF-Commercial Robbery-1	1	2	14	118	51.04860967166606	-114.13628214787398	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
820	CENTRE	RENFREW	Disorder	Physical Disorder	6	6582	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RENFREW-Physical Disorder-6	4	11	10	171	51.059658452148426	-114.03917583232624	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
